"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4","Parent Level 5"
"INRCFVYVWPWZJS-IWQZZHSRSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Resorcinols"
"QOFWRHWADNWKSU-LRXIOGKNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Vitamin E compounds","Tocotrienols"
"CSATWRZOLKGPRW-KXIDKYMXSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","2'-Hydroxy-dihydrochalcones"
"MAUAGULXOHJIER-SRJJTFDTSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids"
"UXSACQOOWZMGSE-RWORTQBESA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"UIEGOKVPCRANSU-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"PNYQFRZBMVRYFC-CGWYSGAGSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins"
"FTGKHGAVFGGOMW-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"CIQDSZUZMUTHGY-FUFTYFEXSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"GEZHEQNLKAOMCA-RRZNCOCZSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","Pyranoxanthones"
"STKUCSFEBXPTAY-GSUVRYNNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids"
"HZUURLOSYMEMET-QPJJXVBHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"PSFMBXYUQFAGAM-QPJJXVBHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"GQOCHCOFYNMUOJ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides"
"CEERFMUHIRRAPN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides"
"RPWKGRUCXRZSSG-HGHIBLDCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"DWKUSIQEYCEKNA-PGYZNXCJSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"HRLBXTNYZCUPNV-LMPGLMATSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"ZISPNNMNSQFMCA-KCRSBVRCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"CEIZFXOZIQNICU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolines","","Pyrrolines"
"QTSQCCVLTMKKDP-SFDCQRBFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids"
"BQRISQXLSXCXSC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids"
"QUHYUSAHBDACNG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids"
"ISHXRANDGDVGJS-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"LKLLJYJTYPVCID-JVVXYUKTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"QPQRGIHXJVTGCW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones"
"BYGXUUOADNRIED-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Xylenes","Xylenols","p-Xylenols"
"FNLMCNKPGGHKQL-FPLPWBNLSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols"
"AQCKKGIVKOHRLM-HBFAXEOFSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes"
"LSQRGMPMJOCLHX-GONBZBRSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"GFMGOVRWOOAPMN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans","","Naphthofurans"
"SETVRSKZJJWOPA-FLDGXQSCSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes"
"DTAYYQSEJFBYEB-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","4-prenylated xanthones"
"IOUVKUPGCMBWBT-QNDFHXLGSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides"
"GLACGTLACKLUJX-QNAXTHAFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"SNGHLUWTFLYPMT-OEZBNQCDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Steroid lactones"
"LSEDQFLRUJOXDX-SBOHWPTNSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids"
"VTQUQEWGIJRVHB-VHPPWYILSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"RCOCBDNPQGVEDL-KEBDBYFISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones"
"XMBZZLUIFFOAHR-HWKANZROSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives"
"HMOMGSPWDYKCAH-CBLCVTABSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"HWTKLHMQRXNNDR-PVZHQXNISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides"
"QDSDUIWGMCGLHI-VTULTLKESA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","","Tannins"
"UGIFUOHGTIYUFC-AOVQYZRUSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins"
"JMBINOWGIHWPJI-UNSOMVRXSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"SDRRSTAVRUERNC-JASYHDAHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"NONWRJXAJGEWOR-GMTLTCSKSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides","","Lignan glycosides"
"ZTRKHQRICPULDJ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides"
"RPWKGRUCXRZSSG-JTABRCNJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"PAUOGYOKNANFIB-IRXKVGRSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides"
"CQWIBPNPRFMAOF-XRKGDRAJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"YFPIJADURJHEIX-IQSWHJRHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"KPWKPGFLZGMMFX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Delta valerolactones","Delta valerolactones"
"PJJGZPJJTHBVMX-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones"
"VZXPWVDKXCYHSI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"HLUCICHZHWJHLL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans"
"YCUWMGPYKGLQQF-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids"
"VKOBVWXKNCXXDE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"XKIBNYJGNBTYMP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones"
"KHCCSRVJJDOANA-ZOSGAXDSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids"
"XOKVHFNTYHPEHN-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylethers","Diphenylethers"
"CXFDTBRNJQYDLK-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins"
"UDVTWMLZUGXNQM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromones"
"JMRJLJOBHHWYIV-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamine and derivatives"
"LAUJMTGOOIBBOB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Rotenoids","Rotenones"
"DQNIDSLDXGTEPL-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","8-prenylated isoflavanones"
"WCGUUGGRBIKTOS-GPOJBZKASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"FIADIPXEFYWJQV-POYRUVRTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"SKUCQDOSGKINGP-YQMRLJPGSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives"
"FYGDTMLNYKFZSV-PXXRMHSHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"NSIUWPVISVFSGF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzoxepines","","Benzoxepines"
"ZPEADZHVGOCGKH-YQTDNFGYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives"
"AWTYKUNFPBFFHC-UHFFFAOYSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides","","Lignan glycosides"
"FZBGZDZLYSLJFE-MVAMGWTESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids"
"RQDVJSDWJAIKOJ-GQIYIWHVSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Aurone O-glycosides"
"CXFIQFGADOTDPF-XKZIYDEJSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","Pyranoxanthones"
"RPJBXUNEXVNBIF-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides"
"QIWWLKDHHMGRQL-QJIBEZHESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"VWHCJIZYMBSOMV-OROXWWDISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"RATQVALKDAUZBW-XPMKZLBQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","","Tannins"
"QUKCKUMUBOPETR-AHRVIBDXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"MYHLDHTXTZOTIK-KUFPYRFNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"MYCAPWDAUWJBMG-QNTSJOMKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins"
"CJFSVYYGNWQUMQ-DBWNCVFDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"KRRMMMSUTGHBPX-FGYXROSISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"QNSISMOIISIICW-URUDKTPYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"URJSQVJWZNGFOL-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzamides","Hippuric acids and derivatives","Hippuric acids"
"XLGNZQXMDVSKOV-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans","","Naphthofurans"
"SLVSUVFUFJKMCV-WUXMJOGZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids"
"HPSPCMSCDNHZJM-CHHVJCJISA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Aurone flavonoids","","Aurone flavonoids"
"CADNMISJDLVPCK-LSDHHAIUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"NPAQHLFPEOMKAL-UXXRCYHCSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"FLLRZSQAKUHACV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylethers","Diphenylethers"
"PVXPPJIGRGXGCY-TZLCEDOOSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"FXOBIDROVMXPBW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Tetralins","","Tetralins"
"QVSFEOQJKPOOHP-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids"
"DLZMKPZOEYKXHQ-MQCRQNCBSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives","Glucuronic acid derivatives","Glucuronides","O-glucuronides"
"JDIDEXHTJXTVES-HYXAFXHYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Resorcinols"
"OLCVEOSSVCAFGR-CUYWLFDKSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes","Stilbene glycosides","Stilbene glycosides"
"UWKRNCNWJVCHGZ-DERWZFJFSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"WGMNBGJQXOIVGA-HJVQXQJGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids"
"AMOGMTLMADGEOQ-OOLNSWIYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones","Ginkgolides and bilobalides"
"VEGGRTFDFMUBPD-ONEGZZNKSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones","","Depsides and depsidones"
"IPEXIFXOBNTVCE-HXPJHFNISA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"CKZNKYSWWCSICZ-GTJIABFSSA-N","Completed","Organic compounds","Benzenoids","Anthracenes","Anthraquinones","Anthraquinone glycosides"
"QPNFBUARICHXGG-QPJJXVBHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters"
"DJBWDHVUJCXYBH-IBVGEFGBSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives"
"XSUATNGSAZMWRU-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","Coumarin glycosides"
"AIFVFVGRWAMEBM-GSQIWVKLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids"
"IUCHKMAZAWJNBJ-DKAZIEIMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"OOGPWQHGQYUIAW-JEWCKWPLSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives"
"QXXKEARZEYWTST-QLHFFRPFSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids"
"XFLTYUCKJRFDOU-XPMKZLBQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","","Tannins"
"YLGANLNQTUGMCH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"QZMAEZWZCGBZFK-VPQYALDZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"YLKFQDKSCLMOGF-HBUYZUPUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins"
"ODGKTDLGCWUSEC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal glycosides"
"WBCUTGOPTQFPJT-WQPNWDIZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"JYJQDEJTMZLRDG-OSPWRJODSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"BLPOVXSGMJKRIA-QLCFHCATSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"PIFFQYJYNWXNGE-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Phenylketones","Alkyl-phenylketones"
"FURUXTVZLHCCNA-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans","Flavanones"
"UWHUTZOCTZJUKC-JKSUJKDBSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans"
"AIONOLUJZLIMTK-AWEZNQCLSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","4'-O-methylated flavonoids"
"ZQHJXKYYELWEOK-RNHVSHAASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Colensane and clerodane diterpenoids"
"XFPSRAYOBUHKRV-IBEHDNSVSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"ALGYTGOYQATWBA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids"
"JNKVBUQSDAHKDQ-VQHVLOKHSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives"
"HILBWEPXZDMOAE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","Naphthopyranones","Naphthopyranones"
"DQNFLBXNPGBCOU-MBGCCUORSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids"
"DSXFHNSGLYXPNG-WUBGXZNDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"PBKUOHTZGOWWBK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters"
"LOUBNBRAJPSMEC-GYBIIRLBSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","","Pyrimidine nucleosides"
"ROWKODQLOIEBHL-MXHWVDEXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","1-hydroxysteroids"
"NTOXIMPFEPXTTB-GNXRPPCSSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones","","Depsides and depsidones"
"JXSVIVRDWWRQRT-BEELBYNOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids"
"IAVJHQVGTRSIOM-UVMZMRPTSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Hydroxycinnamic acid glycosides"
"POOKHYNGUAZJAE-ZTHROODHSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides"
"CDYGRHOHQUXDMN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","1-hydroxysteroids"
"GWDZRGQRNHELQM-UHFFFAOYSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides","","Lignan glycosides"
"JMCVYQUHLKARLD-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"TUSDEZXZIZRFGC-ZHQJDPFESA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins"
"ISQUNAAALVXWGI-PGEVILJJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Sophorolipids"
"MWLKXILGJPSPKZ-LWSBBEHMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides"
"YDHSGSSEZHFAJJ-YRJFMNGISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides"
"YQDXYGOKFNYKCJ-FIXUWSFMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"QJYNZEYHSMRWBK-NIKIMHBISA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","","Tannins"
"HPDJFHJDZYIBCP-GFZBMPBCSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides"
"MFZDFMOKBMJUGB-HHKUBXQUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids"
"GRZRQKSQIMICPO-RSCYJRMKSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"ZYVSOIYQKUDENJ-YVQLHGKOSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"CSVOJBHLRRLOJX-UZSHRYPHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins"
"PCMORTLOPMLEFB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids"
"UPALKCDWIDYZDP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","2-benzopyrans","2-benzopyrans"
"ZIOCYJNRYIRTQD-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids"
"LOFYFDPXORJJEE-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Aurone flavonoids","Auronols","Auronols"
"FTODBIPDTXRIGS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","3'-O-methylated flavonoids"
"GIJDACMRFIMBET-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones"
"JJKCJXIYVNHIOS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans","Naphthopyranones","Naphthopyranones"
"SWVDNEGGBBYXGS-UWVAXJGDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones"
